price_lag,garage_spaces,total_livable_area,med_hh_inc,number_of_rooms,number_of_bathrooms,depth,off_street_open,fireplaces,interior_condition,number_stories,pct_white,number_of_bedrooms,exterior_condition,dist_to_commerce,year_built,tot_pop,total_area,sale_price,musa_id,hood_price_class_expensive,hood_price_class_least_expensive,hood_price_class_less_expensive,hood_price_class_more_expensive,hood_price_class_most_expensive,building_type_price_class_expensive,building_type_price_class_least_expensive,building_type_price_class_less_expensive,building_type_price_class_more_expensive,building_type_price_class_most_expensive,quality_grade_high,quality_grade_lowest,quality_grade_mid,to_predict
368199.99999999994,1,1998,100368,7,3,105,2634,0,1,3,0.8351648351648352,4,1,117.57454444276506,2015,4095,1698,545000,12467,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
150790,1,1360,35361,4,1,90,5531,0,4,2,0.05196679898953446,3,4,1557.7831351056243,1965,2771,1805,245000,12468,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
120925.66666666666,1,1029,43235,4,1,52,1183,0,4,1,0.07057529078906004,3,4,202.4984515990959,1925,6362,919,88000,12469,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
441053.3333333333,0,1500,77979,5,2,64,679,0,2,3,0.6123106670963584,3,2,71.73088297628904,1875,6206,912,429900,12470,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
322680,0,1200,117557,3,1,0,1273,0,4,1,0.9438920454545454,2,4,0,1973,2816,1796.8625,195000,12471,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
379874.46666666673,0,1680,36365,5,2,46,1335,0,2,3,0.410240841934831,3,2,23.52932509171531,1920,4941,644,380000,12472,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
140333.26666666666,1,1248,28981,4,1,100,3552,0,4,2,0.06373672151635076,3,4,1820.3769557249268,1925,4801,1600,145000,12473,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
139153.3333333333,1,896,34386,4,1,60,1911,0,4,2,0.34939531368102794,3,4,130.69780204516096,1920,5292,967,139000,12474,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
274159.99999999994,0,1080,61542,4,1,50,2129,0,4,2,0.747020854021847,3,4,609.8603743774335,1940,4028,750,190000,12475,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
94493.33333333334,0,1050,21289,4,1,72,857,0,4,1,0.05852644087938206,3,4,331.23218187847203,1920,3366,1080,65000,12476,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
150318.41617559522,0,948,55588,4,1,57,351,0,4,2,0.07577337504344804,3,4,3.1070603874888763,1935,2877,798,85000,12477,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
110073.33333333333,0,1496,20365,4,1,85,1701,0,3,2,0.07945358238081962,3,3,1569.5325660469273,1935,3587,1343,219900,12478,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
231493.33333333334,0,952,70476,4,1,70,1550,0,4,2,0.9772449229263519,3,4,1410.0972324837453,1920,4087,980,75225,12479,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
64363.33333333332,0,1060,19409,4,1,73,891,0,4,2,0.35058823529411764,3,4,252.72149611765795,1900,3825,1044,130000,12480,0,1,0,0,0,0,0,1,0,0,0,0,1,MODELLING
127626.66666666666,0,1064,41537,4,2,62,2286,0,2,2,0.08686310620012277,2,2,312.7050111420762,1925,3258,904,242500,12481,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
204103.40000000002,0,1224,39157,4,1,77,1440,0,4,2,0.07709987463435018,3,4,609.2321521959412,1925,4786,1155,265000,12482,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
296906.6666666667,0,1290,55595,8,3,45,283,0,3,3,0.3803455111866327,5,3,546.9345681391369,1920,3531,630,275000,12483,0,0,1,0,0,0,0,1,0,0,0,1,0,MODELLING
80566.86666666668,0,1062,29697,4,1,36,2310,0,4,2,0.03625377643504532,3,3,527.026022335586,1925,3310,533,65100,12484,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
127823.5926471341,0,1067,24605,4,1,50,786,0,4,1,0.02165196471531676,3,5,1357.2708130254375,1925,2494,809,135000,12485,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
715694.0666666665,1,2220,95430,4,1,75,299,0,3,3,0.630293971101146,3,3,0,1915,4014,1350,740000,12486,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
206699.93333333335,0,732,77979,3,1,56,1564,0,4,2,0.6123106670963584,2,4,94.20154169338554,1875,6206,672,130500,12487,1,0,0,0,0,0,0,1,0,0,0,1,0,MODELLING
212033.3333333333,1,1810,53175,6,2,75,2422,0.04999999999999992,2,2,0.054738208567719604,4,4,700.950527257714,1934,4622,1512,300000,12488,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
232399.99999999997,1,1456,70476,5,2,72,3714,0,3,2,0.9772449229263519,3,3,1164.2694609055745,2006,4087,1440,295000,12489,0,0,1,0,0,1,0,0,0,0,0,0,1,MODELLING
354233.3333333333,1,1299,63485,4,1,98,1369,0,4,1,0.7547704515397695,3,4,982.9320908190592,1951,5293,3684,288000,12490,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
303657.4344551664,0,1452,65572,4,1,115,5305,0,4,2,0.5236999539806719,3,4,863.282618510455,1967,4346,2818,305000,12491,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
125668.33333333333,0,1114,44083,4,1,107,525,0,4,2,0.03347457627118644,3,4,279.75531642046207,1905,2360,1559,156500,12492,0,0,1,0,0,0,1,0,0,0,0,1,0,MODELLING
122126.66666666667,0,1038,43839,4,1,63,978,0,4,2,0.013863025036209394,3,4,92.9688973772266,1925,4833,938,112500,12493,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
132498.66666666666,0,1440,53889,4,1,106,1112,0,4,2,0.12632531678303593,3,4,798.527017738242,1930,7734,1588,170000,12494,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
386166.3333333333,0,2604,54266,7,2,82,869,1,4,3,0.37344398340248963,5,4,53.64825850410436,1900,3615,2657,450000,12495,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
393288.4,1,1796,62214,5,1,101,1108,0,4,2,0.6665664461815995,4,4,960.619912571122,1969,6652,3443,425000,12496,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
154624.40000000002,0,1569,29167,4,1,104,1323,0,4,3,0.048880089097883925,4,4,1179.2710190176758,1910,8081,1586,118000,12497,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
217056.06666666665,1,1676,53175,4,1,101,1594,0,4,2,0.054738208567719604,3,4,0,1930,4622,1599,225000,12498,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
192426.66666666666,0,2160,57365,8,2,91,1584,0,4,3,0.9835720303285594,6,4,2271.54161103481,1925,2374,3467,375000,12499,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
158593.3333333333,1,1210,30395,4,1,87,2386,0,4,2,0.03356930806120119,3,4,1176.929097188072,1935,4379,1298,175000,12500,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
184593.3333333333,0,2150,35141,5,2,51,133,0,1,3,0.543859649122807,3,1,240.1410583298423,2016,3021,890,360000,12501,0,1,0,0,0,0,0,1,0,0,0,0,1,MODELLING
212093.3333333333,0,1070,57365,4,1,103,1935,0,4,2,0.9835720303285594,3,4,2149.486249834342,1915,2374,1532,120000,12502,0,0,1,0,0,0,0,1,0,0,0,1,0,MODELLING
157181,0,1440,39157,4,1,111,718,0,4,2,0.07709987463435018,3,4,501.1317472294637,1925,4786,1665,160000,12503,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
70480.86666666665,0,1350,19205,4,1,67,748,0,4,1,0.24921648287869994,3,4,180.37118792190822,1920,8615,1005,20000,12504,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
443459.99999999994,0,1144,57250,3,1,73,1207,0,3,2,0.2817425569176883,2,3,575.0674927765607,1925,4568,1044,360000,12505,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
160400,0,1240,43543,4,1,80,900,0,4,2,0.5046665535380961,3,4,285.8573331082808,1935,5893,1720,200000,12506,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
82360,0,1050,30958,4,1,91,940,0,4,2,0.16422862313376566,3,4,246.49646718734488,1940,6631,1360,42300,12507,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
176711.26666666666,1,1660,44694,5,2,80,3757,0,4,2,0.5388147824185436,3,4,1090.8823219215612,1950,9146,1580,250000,12508,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
163126.6666666667,1,1280,28529,4,1,100,2017,0,4,2,0.4382229232386961,3,5,411.0925713817534,1930,3804,4866,152000,12509,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
173953.33333333334,1,992,28529,4,1,90,2300,0,4,2,0.4382229232386961,3,4,393.87960510503365,1950,3804,1428,94900,12510,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
169826.66666666666,0,1600,34391,5,1,109,1421,0,4,2,0.13032612770211172,4,4,729.2266727229048,1935,8003,1734,200000,12511,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
180610,1,1080,33468,4,1,60,2563,0,4,2,0.019225167491989513,3,4,510.4814324002591,1927,6866,1080,128415,12512,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
163620,0,948,43289,4,1,50,3497,0,4,2,0.13926829268292684,3,4,1717.5501111701049,1925,4100,700,192000,12513,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
155233.33333333334,1,1320,16862,4,1,90,4371,0,4,2,0.10689082606890826,3,4,49.203595443404225,1950,4818,1654,155000,12514,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
157286.66666666666,0,1158,52083,4,1,122,1579,0,4,2,0.06042049397836293,3,4,367.3347852655651,1925,4899,1830,210000,12515,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
205259.99999999997,0,756,35141,3,1,50,170,0,4,2,0.543859649122807,2,4,100.06475991620191,1910,3021,700,50000,12516,0,1,0,0,0,0,0,1,0,0,0,0,1,MODELLING
243599.93333333332,0,1280,55652,3,1,66,721,0,4,2,0.9170408381441095,3,4,772.0771910500112,1910,4677,1254,225000,12517,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
492676.6666666666,0,3716,71905,4,1,0,636,0,4,1,0.8096707818930041,3,3,0,1900,2916,1452.4357142857143,2300000,12518,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
122900.33333333334,0,2523,39946,4,1,87,756,0,4,1,0.4337549933422104,3,5,569.1104070213211,1935,3004,1624,80000,12519,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
445666.3333333333,0,1092,109583,4,2,31,454,0,3,3,0.6725855348635773,2,2,39.14697919513932,1915,4618,545,372000,12520,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
570593.3333333334,0,1132,92212,3,1,51,1445,0,2,2,0.7757380302654429,2,2,1005.2555940080493,1920,4031,707,439000,12521,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
215457.66666666672,2,1826,58798,5,1,125,3507,1,3,2,0.014328149571902848,4,4,326.33495741116394,1945,5723,5491,290000,12522,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
1260384.2666666666,0,2040,98750,8,2,170,4390,1,3,3,0.9230313795145056,3,3,2825.4692458944833,1925,1689,6375,835000,12523,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
278780,1,900,77740,4,1,101,9778,0,4,1,0.8083414475819539,3,4,1133.2528621671006,1974,6162,2026,260000,12524,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
411269.26666666666,1,1752,62214,4,1,173,883,0,4,2,0.6665664461815995,3,4,494.5336386948921,1959,6652,12110,425000,12525,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
137949.3333333333,0,880,35412,4,1,52,1141,0,4,2,0.024056499668947254,3,4,655.783732246593,1925,4531,780,78000,12526,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
195066.66666666663,1,1212,42202,4,1,75,2172,0,4,2,0.2287213369607462,3,4,516.2251581054709,1950,5146,1356,165000,12527,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
124859.99999999999,0,1290,35412,4,1,82,1463,0,4,1,0.024056499668947254,3,4,725.7674847826054,1920,4531,1223,110000,12528,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
93507.66666666669,0,892,27136,4,1,47,1781,0,4,1,0.029329608938547486,3,4,862.5799544340716,1920,3580,658,65000,12529,0,0,1,0,0,0,1,0,0,0,0,1,0,MODELLING
254685.8666666667,0.17058823529411765,1050,43289,6,1,48,1526,-1.7139067942650854e-16,1,2,0.13926829268292684,3,1,109.24426272974378,2022,4100,672,195000,12530,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
191486.6,1,1120,63403,4,1,123,2213,0,4,2,0.09002476123098692,3,4,1452.3145839838937,1949,5654,1980,210000,12531,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
105446.66666666667,0,1120,15995,4,1,51,1782,0,4,2,0.10141206675224647,3,4,558.1494685748039,1920,3116,714,45000,12532,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
316960,2,1744,42988,4,1,103,2807,0,4,2,0.5969467827079469,3,3,1252.4245368864686,1952,7009,5592,379000,12533,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
253933.3333333333,1,1128,48967,4,1,110,950,0,4,1,0.49943203332071184,3,4,363.93388764263926,1957,5282,3112,310000,12534,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
183993.3333333333,1,1386,35609,4,1,77,4650,0,4,2,0.026618705035971222,3,4,1462.0806196490491,1925,5560,1229,185000,12535,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
196410,0,1088,44720,4,1,103,732,0,4,2,0.3744826345150261,3,4,165.18999213506058,1950,5557,1658,196800,12536,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
157766.6666666667,1,1152,50227,5,2,80,617,0,3,2,0.6412290643495782,3,4,58.228717200401675,1950,7941,1466,203000,12537,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
295526.60000000003,0,1024,50536,4,1,64,1605,0,4,2,0.37691686844229216,3,4,667.1635241805185,1925,3717,896,220000,12538,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
348083.2666666667,0,1508,50536,5,1,70,703,0,4,2,0.37691686844229216,4,4,1110.931149552562,1925,3717,1120,181000,12539,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
209883.2666666667,1,1120,63403,1,1,92,1538,0,4,2,0.09002476123098692,3,4,1072.6919592394752,1949,5654,1477,200000,12540,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
286069.39999999997,1,1107,58370,4,1,104,3036,0,4,1,0.6559463528123717,3,4,1627.8896907889018,1956,7307,3848,320000,12541,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
308966.6666666666,1,1260,42988,4,1,104,1094,0,4,2,0.5969467827079469,3,4,961.5627896580072,1940,7009,4333,350000,12542,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
196324.99999999997,1,1274,41625,4,1,86,1795,0,4,2,0.19706944149500955,3,4,105.86222377812412,1925,4709,1325,273000,12543,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
418977.33220860903,0,1092,67585,3,1,48,451,0,4,2,0.6489788793855821,2,4,344.36174990469624,1920,5729,656,250000,12544,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
147359.99999999997,0,1575,26078,4,1,67,1199,0,4,3,0.07898550724637682,3,4,455.2854689585746,1930,4140,1278,225000,12545,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
107953.33333333333,0,1434,14055,4,1,89,2462,0,4,2,0.07367447595561036,3,5,156.06314662901863,1930,3244,1424,260000,12546,0,0,1,0,0,0,1,0,0,0,0,1,0,MODELLING
235686.6666666667,0,1204,60641,4,1,67,1045,0,3,2,0.7714878009886781,3,2,346.7527148601272,1920,6271,1005,280000,12547,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
291066.6666666666,1,1440,70441,4,1,104,11067,0,4,2,0.9076030660865962,3,4,1070.8117423421913,1962,4827,2074,289900,12548,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
283353.3333333333,0,1360,96081,4,1,100,7149,0,4,2,0.9622955784373107,3,4,395.6778944869223,1973,6604,2000,317000,12549,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
306686.6666666666,1,1360,70441,4,1,95,9974,0,4,2,0.9076030660865962,3,4,3161.8067839339565,1970,4827,1910,277000,12550,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
148466.59999999998,1,1536,28981,5,1,100,3552,0,4,2,0.06373672151635076,4,4,1725.4409799242271,1925,4801,1600,60000,12551,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
300678.3333333333,0,1612,61633,4,1,58,1002,0,4,2,0.7523260141421659,3,4,510.91714393596266,1905,5374,928,279900,12552,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
107866.66666666667,1,992,34386,4,1,60,856,0,4,2,0.34939531368102794,3,4,37.72877563780328,1935,5292,850,172000,12553,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
281853.3333333333,2,1563,63485,4,1,100,2301,0,4,2,0.7547704515397695,3,4,592.0491535140009,1961,5293,5000,300000,12554,1,0,0,0,0,0,0,0,1,0,0,0,1,MODELLING
128599.99999999999,0,1765,24605,6,1,71,806,0,4,2,0.02165196471531676,5,7,700.8427353455038,1915,2494,1071,315000,12555,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
130093.33333333331,0,936,21332,4,1,56,1685,0,4,2,0.004734458624948539,3,4,304.1082945720949,1915,4858,848,90000,12556,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
146126.66666666666,0,812,45104,4,1,70,4104,0,4,2,0.3398773006134969,3,4,568.5771213600918,1982,8150,1138,128000,12557,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
149953.33333333334,1,1104,39688,4,1,68,1093,0,4,2,0.120157215047726,3,4,736.0339354717054,1925,5343,1088,70000,12558,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
182753.33333333337,0,756,39672,4,1,51,971,0,4,2,0.37538864342988054,3,4,137.3004697438164,1920,6111,707,120000,12559,0,0,1,0,0,0,0,1,0,0,0,1,0,MODELLING
64666.66666666666,0,1096,27619,3,1,57,634,0,4,2,0.3512521933322699,2,4,153.16267964907948,1920,6269,798,79000,12560,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
213550,0,932,39672,4,1,68,1712,0,4,2,0.37538864342988054,3,4,922.7608008079061,1920,6111,963,200000,12561,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
343540,1,896,76214,5,2,100,420,0,3,2,0.8524416135881104,3,4,901.9287124718452,1900,3768,1616,410000,12562,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
400233.33333333326,0,896,81989,3,1,66,1241,0,4,2,0.8004104669061057,2,4,851.6585120777204,1910,3898,924,231000,12563,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
483833.3333333333,0,1264,95450,4,1,54,639,0,4,2,0.8727647867950481,3,3,291.66802009282924,1920,7270,864,390000,12564,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
250006.66666666666,0,1596,43352,4,1,110,4942,0,4,2,0.030745062836624776,3,4,501.90326106749575,1925,4456,1796,140000,12565,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
222160,1,1216,60641,4,1,50,880,0,4,2,0.7714878009886781,3,4,457.5851934458122,1920,6271,800,300000,12566,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
364609.6,0,1396,66786,4,1,66,3869,0,2,2,0.38266617701065003,3,3,929.8576333627391,1925,2723,1023,305000,12567,1,0,0,0,0,0,1,0,0,0,0,0,1,MODELLING
233093.33333333337,0,1280,45730,5,2,148,1995,0,2,3,0.1111111111111111,3,4,14.9634104099229,1925,4968,2375,319500,12568,1,0,0,0,0,0,1,0,0,0,0,0,1,MODELLING
119656.66666666667,0,5085,28906,7,2,120,891,0,4,1,0.2160527762506872,5,4,1017.5781760580521,1925,7276,3000,185000,12569,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
368965.33333333326,1,1807,84550,5,2,110,3503,0,4,1,0.7176847789402633,3,4,669.982423283817,1967,5926,6600,410000,12570,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
290160,1,1132,66453,4,1,100,2941,0,3,2,0.7623803578859759,3,4,651.9419535239836,1965,2403,1629,334000,12571,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
397866.73333333334,1,1968,81989,7,2,100,796,1,4,3,0.8004104669061057,5,4,548.4319980054895,1900,3898,1921,540000,12572,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
140426.6666666667,0,1788,19843,4,1,71,847,0,2,3,0.624451594033343,3,2,810.4276219180639,1915,3419,1065,290000,12573,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
362446.73333333334,0,2161,75784,5,1,83,910,0,4,3,0.8399257195914578,4,4,176.15413857877752,1900,5385,1384,361000,12574,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
285406.6666666666,0,650,34773,3,1,47,148,0,4,1,0.3401665598975016,2,4,1026.6879529630917,1920,1561,568,31000,12575,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
296666.6666666667,0,756,63750,4,2,38,420,0,2,2,0.6405566600397614,2,2,1203.386999248289,1920,2515,532,290000,12576,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
273454.28769841266,1,1993,39739,4,1,110,1636,0,4,2,0.3854235935629738,3,4,25.236285020336343,1950,7519,5225,356000,12577,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
123026.66666666666,0,840,43839,4,1,62,1108,0,4,2,0.013863025036209394,3,4,795.2499924984576,1925,4833,923,70000,12578,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
384726.60000000003,1,1666,60050,4,1,112,1308,0,4,1,0.7570020746887967,3,4,850.406381601542,1959,7712,6160,370000,12579,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
153493.33333333337,0.5153679653679654,1194,39688,5,2,75,1130,0,4,2,0.120157215047726,3,4,454.85372705898953,1925,5343,1200,110000,12580,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
154000,0,840,39688,3,1,65,1594,0,4,2,0.120157215047726,2,3,929.0434789108648,1950,5343,1035,135000,12581,0,0,1,0,0,0,0,1,0,0,0,1,0,MODELLING
189933.33333333334,0,1106,50858,4,1,85,1797,0,3,2,0.19859630881206133,3,4,1308.9116283385583,1925,7694,1356,215000,12582,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
339233.3333333333,0,885,32195,4,1,47,2821,0,4,2,0.1452638270820089,3,5,0,1925,3146,705,269000,12583,1,0,0,0,0,0,1,0,0,0,0,1,0,MODELLING
199166.66666666666,0.6785354691075515,1080,39924,4,1,64,2998,0,3,2,0.18762595727529222,3,4,1215.9296189122156,1949,4962,1148,195000,12584,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
230060,1,1332,44485,4,1,111,2533,0,4,2,0.3583799973954942,3,4,46.35517401295113,1950,7679,2035,205000,12585,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
199597,1,1751,44083,4,1,100,837,0,4,1,0.03347457627118644,3,4,953.34682342882,1915,2360,2633,135000,12586,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
114744.93333333335,0,930,26447,4,1,118,806,0,4,2,0.11561382598331346,3,4,855.6079096628602,1905,2517,2131,67500,12587,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
138515.53333333333,0,1140,39157,4,1,62,368,0,3,2,0.07709987463435018,3,4,122.81968506248067,1925,4786,930,207000,12588,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
306893.3333333334,1,1127,45956,4,1,100,1996,0,4,1,0.643378519290928,3,4,845.0180679153925,1959,5754,5000,315000,12589,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
75500,0,1506,29697,5,1,68,1442,0,4,2,0.03625377643504532,4,3,1382.574227728709,1925,3310,1051,119900,12590,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
589933.3333333333,0,988,92212,4,1,48,1445,0,3,2,0.7757380302654429,3,3,685.3316733486238,1920,4031,672,480000,12591,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
91766.66666666667,0,1338,31611,4,1,84,829,0,4,2,0.013598834385624089,3,4,738.1067887091415,1940,4118,1315,107000,12592,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
84493.33333333333,1,1120,20951,4,1,70,1135,0,4,2,0.030303030303030304,3,4,419.63408042175644,1940,2475,1155,160000,12593,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
532622.6666666667,0,1783,85685,6,2,53,2480,1,3,3,0.6913251729643427,4,4,0,1920,3758,1446,415000,12594,0,0,0,1,0,0,0,1,0,0,0,0,1,MODELLING
514870.3333333334,0,1636,56198,5,2,120,4337,0,3,2,0.5014120667522465,3,3,227.88195104614982,1929,3895,2940,675000,12595,0,0,0,0,1,0,0,1,0,0,0,0,1,MODELLING
74133.33333333334,0,1160,18804,4,1,50,890,0,4,2,0.3549087749782798,3,4,391.65753318748494,1935,4604,725,151000,12596,0,1,0,0,0,0,1,0,0,0,0,0,1,MODELLING
116041.66666666669,0,1944,25565,5,1,115,1549,0,3,2,0.033501683501683505,4,4,450.3110738303341,1925,5940,2329,140000,12597,0,0,1,0,0,0,0,1,0,0,0,0,1,MODELLING
354893.3333333334,0.10280373831775702,2352,34773,4,1,56,1234,0,1,3,0.3401665598975016,3,1,509.7658810142981,2020,1561,784,535000,12598,0,0,1,0,0,1,0,0,0,0,0,0,1,MODELLING
523640.0666666666,1,2011,109583,6,3,39,433,0,1,2,0.6725855348635773,3,1,425.14293486677207,2014,4618,616,650000,12599,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
460953.3333333333,1,1818,99020,4,1,61,721.5959375,0,1,2,0.8381989114299851,3,1,0,2018,2021,979,649900,12600,1,0,0,0,0,1,0,0,0,0,0,0,1,MODELLING
479000,0,1942,95450,4,1,64,420,0,4,3,0.8727647867950481,3,4,200.46490788288168,1920,7270,1002,370000,12601,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
461580.00000000006,0,1515,110819,4,1,70,958,0,3,3,0.8191340782122905,3,4,0,1920,2864,1050,515000,12602,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
462676.66666666674,0,840,92212,3,1,47,1585,0,4,2,0.7757380302654429,2,4,840.9209976960061,1920,4031,662,380000,12603,1,0,0,0,0,0,0,1,0,0,0,1,0,MODELLING
503893.3333333334,0,1755,92212,6,2,63,1754,0,3,3,0.7757380302654429,4,3,664.3928810406434,1920,4031,984,650000,12604,1,0,0,0,0,0,0,1,0,0,0,0,1,MODELLING
92300,0,1356,52995,4,1,78,418,0,4,2,0.06936416184971098,3,4,62.268190796883104,1930,4671,1143,144400,12605,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
181333.33333333334,0,1308,36762,4,1,97,960,1,4,2,0.0929962220284801,3,4,43.36555221144904,1920,3441,1552,210000,12606,0,0,1,0,0,0,1,0,0,0,0,0,1,MODELLING
